iri,label,definition
http://lmss.sali.org/R85jiP49mIhIBjTNJlNv6Wx,Société Anonyme,"Société anonyme (and variants in other languages; English: Anonymous society; shortened to S.A. or SA) designates a type of corporation in countries that mostly employ civil law. Depending on language, it means anonymous company, anonymous partnership, share company, or joint-stock company, roughly equivalent to a public limited company in common law jurisdictions. It is different from partnerships and private limited companies."
http://lmss.sali.org/R85umXEwD6REGKm8idtaahc,Parliamentary Law,Rules and precedents governing the proceedings of parliaments and other similar organizations.
http://lmss.sali.org/R85uxGmkYSaiJg5clKgjpbd,Insider Report,"An Insider Report is a document filed by company insiders, such as executives or directors, to disclose their trades in company stock. This report is required by securities regulators to ensure transparency and prevent insider trading."
http://lmss.sali.org/R85xOKeaAOua1e71kPgc7Ez,Confidential Information Clause,A Confidential Information Clause is a provision in a contract that requires parties to keep certain information private and not disclose it to others without permission.
http://lmss.sali.org/R85yNoXMvZhS3QkAumBlpdF,Florida Circuit Court - Martin County - 19th Circuit Court,"A court located in Martin County, Florida that is part of the larger Florida Circuit Court system."
http://lmss.sali.org/R85z645VNFMj8DQM2H6O06u,Return to Parent,Return to Parent refers to the process of reuniting a child who has been placed in foster care with their biological parent(s) after the necessary steps have been taken to ensure the safety and well-being of the child.
http://lmss.sali.org/R860eZEWXtx1FF4AkIy4JHK,New York District Court - Nassau County - 2nd District,New York District Court - Nassau County (2d Dist.) is a specific court within the New York District Court system located in Nassau County and is also referred to as 2d Dist.
http://lmss.sali.org/R861jScDqFiFo6suhhoq54G,UTBMS MF00 Regulatory and Specialty Matters,"A category within the UTBMS coding system used to classify legal services related to regulatory and specialty matters, which falls under the broader category of Mergers and Acquisitions."
http://lmss.sali.org/R862741A09125C04ab096e2a,Surinamese dollar,Locations used: Suriname
http://lmss.sali.org/R862820B2A33a3153898Ea30,U.S. District Court - N.D. Texas,N.D. Tex.
http://lmss.sali.org/R862cda5CAc0762Cade80e56,Bushehr,
http://lmss.sali.org/R862f7f21Cca4B81ac0FBd6e,Mbeya,"Mbeya is a city located in Tanzania, United Republic of."
http://lmss.sali.org/R86340c91Ca3cD4208fB951a,Falcon,
http://lmss.sali.org/R8641a38201953C7f2aA1478,Muyinga,Muyinga is a city in Burundi.
http://lmss.sali.org/R864350122d248CF576D4c28,Boffa,
http://lmss.sali.org/R8646ac19570927558e104fd,Berat,Berat is a city in Albania.
http://lmss.sali.org/R864d8781D532473bdfD1d9e,Santa Catarina,
http://lmss.sali.org/R86559f9A013f0A27c8C6198,Svalbard and Jan Mayen,
http://lmss.sali.org/R866c01773d25B898a745fa2,Buyende,Buyende is a district located in Uganda.
http://lmss.sali.org/R8680cbB69cf63001936Bffe,Uganda,
http://lmss.sali.org/R8685d1CF1a14377b6aA9af4,Sant Julia de Loria,Sant Julia de Loria is a town located in the country of Andorra.
http://lmss.sali.org/R86A1bb471c39DB0f6d9Da1e,Al Jawf,A region in Saudi Arabia known as Al Jawf.
http://lmss.sali.org/R86AgmL6pw7oqzCd3e9J5O3,Matter Expense Discount or Credit,A Matter Expense Discount or Credit is a type of discount or credit applied to expenses incurred during the provision of legal services for a specific matter.
http://lmss.sali.org/R86B9DI1HdnEmOAclhBcRd1,Non-Competition Covenant,"A ""Non-Competition Covenant"" is a contractual agreement in which one party agrees not to engage in business activities that would compete with another party, typically for a specified period and within a defined geographic region. Such covenants are often used in employment contracts, business sale agreements, and partnerships to protect trade secrets, customer relationships, and other valuable business assets from potential competition by the restricted party."
http://lmss.sali.org/R86C64bC66cf99CFddc4Fc76,Federal Service Impasses Panel,The Federal Service Impasses Panel resolves impasses between federal agencies and unions representing federal employees arising from negotiations arising under the Federal Service Labor-Management Relations Statute and the Federal Employees Flexible and Compressed Work Schedules Act.
http://lmss.sali.org/R86Cdbb225a9aBAFd9e5A37a,Federal Judicial Center,The Federal Judicial Center is the education and research agency of the United States federal courts.
http://lmss.sali.org/R86Dd9499Ac8307908b26457,Office of Intelligence and Analysis,The Office of Intelligence and Analysis (I&A) is an agency of the United States Department of Homeland Security.
http://lmss.sali.org/R86FcecA2007458Fbf7EE0b1,Bouira,
http://lmss.sali.org/R86G86lb6rnblKVHUPK2eMc,Plaintiff's Felonious Conduct,Plaintiff's felonious conduct may prevent liability for damages based on negligence if plaintiff's injuries were in part caused by plaintiff's commission of a felony and plaintiff has been convicted of said felony.
http://lmss.sali.org/R86HAR0fg1ck4DU2d9MrttW,Samaritan Aramaic,Samaritan Aramaic is a dialect of Aramaic used by the Samaritan community in their religious texts and liturgy.
http://lmss.sali.org/R86KwDCIco0lQwycGRDQ7M1,Abuse of Adults,"The mistreatment or harm of an adult who is dependent on another person, which can result in civil claims. This includes abuse of adults who are dependent on their children or elderly individuals."
http://lmss.sali.org/R86YuNukdqVictF8xeNl6Hi,Traditional Village of Togiak,
http://lmss.sali.org/R86cCLIaKYtn41lA8VKBbrK,Washington Superior Court - Jefferson County,"Washington Superior Court - Jefferson County refers to a specific court within the Washington Superior Court system that has jurisdiction over legal matters in Jefferson County, Washington."
http://lmss.sali.org/R86iUPXLpkUxhNOxdQYUaWl,Department Store Industry,"This industry group comprises establishments known as department stores primarily engaged in retailing a wide range of the following new products with no one merchandise line predominating: apparel, furniture, appliances and home furnishings; and selected additional items, such as paint, hardware, toiletries, cosmetics, photographic equipment, jewelry, toys, and sporting goods. Merchandise lines are normally arranged in separate departments."
http://lmss.sali.org/R86jPmGuwTs8kyeJw0atFjh,Business Visitor Visa,"A visa for temporary business visitors is a short-term visa that allows individuals to enter a foreign country for specific business-related activities, such as attending meetings, conferences, or trade shows. This type of visa generally does not permit the holder to engage in gainful employment in the host country and has a limited validity period, often ranging from a few days to several months."
http://lmss.sali.org/R86yoyBsD0umDs1OT8WmOJe,Minnesota District Court - Nobles County,"A court located in Nobles County, Minnesota that has jurisdiction over civil and criminal cases within its geographical boundaries."
http://lmss.sali.org/R870XOVDvDa2RLa2ZK6GPBK,Invoice Payable by Client ID,An invoice payable by client ID is a specific type of fee invoice detail that identifies the client responsible for payment.
http://lmss.sali.org/R8718cc2A0c9e0240feA2719,Dundagas novads,
http://lmss.sali.org/R871E8BNNqxDeHmVsrduiWg,Wills Claims,A claim made in a legal matter regarding the validity or interpretation of a will.
http://lmss.sali.org/R871wK2TCQTSG5QuOKdMrYD,Florida Circuit Court - Walton County - 1st Circuit Court,"Florida Circuit Court - Walton County (1st Circuit Court) is a specific court within the Florida Circuit Court system located in Walton County, Florida and is part of the 1st Circuit Court."
http://lmss.sali.org/R872308548d6997Bb09BBe0a,Skopje,
http://lmss.sali.org/R872e3e5kIyoshDoSHVM94B,Landlord,"One who lets land to another: the owner or holder of land or houses which he leases or rents to another. Seattle Hous. Auth. v. City of Seattle, 416 P.3d 1280 (Wash. App. 2018)"
http://lmss.sali.org/R87300a502a07202ae0BB5d6,Alborz,
http://lmss.sali.org/R877ZubtAVIUEsxRh3eK9JW,Lac du Flambeau Band of Lake Superior Chippewa Indian,
http://lmss.sali.org/R87888c9630e275Eed2D2829,Neuquen,
http://lmss.sali.org/R878az9dARH1f4hjKSLsgWM,Investor Relations Agreement,"An Investor Relations Agreement is a contract between a company and an agency or individual who manages communication and relationships with the company's investors. This includes reporting financial results, addressing investor inquiries, and ensuring regulatory compliance."
http://lmss.sali.org/R878f64071b06AC97c70B4ca,Taurages apskritis,
http://lmss.sali.org/R87A7a3BF2142DF98f4F24f4,Las Tunas,Nev.
http://lmss.sali.org/R87C55542Faa26B772035b01,Gabon,
http://lmss.sali.org/R87D50d3C24cb29E86b462a3,Braga,Braga is a city in Portugal.
http://lmss.sali.org/R87E83fB9D6ba764865ACc80,Kisii,Locations used: Papua New Guinea
http://lmss.sali.org/R87EsA8K3Op5fwdp78G5Sl7,Hopland Band of Pomo Indians,
http://lmss.sali.org/R87EsagydUYKkWMX3oyulrq,Eviction Claim,"An eviction claim is a legal action initiated by a landlord against a tenant to seek the removal of the tenant from a rented property. This claim is typically based on the tenant's alleged violation of the lease agreement, such as nonpayment of rent, breach of lease terms, or other grounds defined by local landlord-tenant laws. The eviction process involves court proceedings where both the landlord and tenant present their arguments, and a judge makes a decision regarding the eviction."
http://lmss.sali.org/R87Iipm8ZcQkj7DnCeCY5uK,Trial Preparation Practice,"Trial Preparation Practice refers to the specific legal work performed by a Legal Services Provider in preparing for a trial, including but not limited to, gathering evidence, interviewing witnesses, and drafting trial briefs."
http://lmss.sali.org/R87ItBEU3GWsIfCKGG3RMPN,"Material Adverse Effect Definition - ""Arising from/out of and Resulting From"" Language","A Material Adverse Effect (MAE) Definition - ""Arising from/out of and Resulting From"" Language refers to a clause in a contract that outlines the specific circumstances under which a party can terminate the agreement due to a significant negative change in the financial condition or business operations of the other party, which must be directly caused by a specific event or circumstance."
